1, EUR/USD,
2, GBP/USD,
3, USD/JPY,
4, USD/CHF,
5, AUD/USD,
7, USD/CAD,
945629, BTC/USD,
997650, ETH/USD,
8, NZD/USD,
6, EUR/GBP,
9, EUR/JPY,
49, AUD/JPY,
11, GBP/JPY,
10, EUR/CHF,
2111, USD/CNY,
961728, USD/CNH,
39, USD/MXN,
17, USD/ZAR,
160, USD/INR,
2186, USD/RUB,
2103, USD/BRL,
18, USD/TRY,
68, XAU/USD,
8839, S&P_500_Futures,
8874, Nasdaq_Futures,
169, Dow_30,
170, SmallCap_2000,
44336, S&P_500_VIX,
172, DAX,
8827, US_Dollar_Index,
1055949, Bitcoin_Futures
